"Country"	"CHES.party.id"	"ParlGov.party.id"	"Verified"	"Abnormalities"	"CHES.Party.Abbrev"	"Parlgov.Party.Abbrev"	"CHES.Party.Name"	"Parlgov.Party.Name"	"CHES.Party.Name.English"	"Parlgov.Party.Name.English"
"Romania"	2708	NA	NA	NA	"FDGR"	NA	"Forumul Democrat al Germanilor din Rom√¢nia"	NA	"Democratic Forum of Germans of Romania"	NA
"Romania"	2709	2002	NA	NA	"UNPR"	"UNPR"	"Uniunea NatÀõionalÀáa pentru Progresul Rom√¢niei"	"Uniunea Na?ional? pentru Progresul Rom‚niei"	"National Union for the Progress of Romania"	"National Union for the Progress of Romania"
"Romania"	2710	NA	NA	NA	"PP-DD"	NA	"Partidul Poporului‚ÄîDan Diaconescu"	NA	"People‚Äôs Party‚ÄîDan Diaconescu"	NA
"Romania"	2711	NA	NA	NA	"PMP"	NA	"Partidul MisÀõcarea PopularaÀá"	NA	"People‚Äôs Movement Party"	NA
"Romania"	2712	NA	NA	NA	"PLR"	NA	"Partidul Liberal Reformator"	NA	"Liberal Reformist Party"	NA
"Slovakia"	2801	1142	TRUE	NA	"LS-HZDS"	"HZDS"	"Ludov√° strana-Hnutie za demokratic√© Slovensko"	"Hnutie za demokratickÈ Slovensko"	"People‚Äôs Party-Movement for a Democratic Slovakia"	"Movement for a Democratic Slovakia"
"Slovakia"	2802	131	TRUE	NA	"SDKU; SDKU-DS"	"SDKU-DS"	"Slovensk√° demokratick√° a krestansk√° unia; Slovensk√° demokratick√° a krestansk√° unia-Demokratick√° strana"	"Slovensk· demokratick· a kres?ansk· ˙nia ñ Demokratick· strana"	"Slovak Democratic and Christian Union; Slovak Democratic and Christian Union-Democratic Party"	"Slovak Democratic and Christian Union -- Democratic Party"
"Slovakia"	2803	220	TRUE	NA	"Smer"	"Smer"	"Strana Smer-Tretia Cesta; Smer-soci√°lna demorkacia"	"Smer ñ soci·lna demokracia"	"Direction-Third Way; Direction-Social Democracy"	"Direction -- Social Democracy"
"Slovakia"	2804	559	TRUE	NA	"SMK"	"SMK-MKP"	"Strana madarskej koal√≠cie- Magyar"	"Strana ma?arskej koalÌcie ñ Magyar KoalÌciÛ P·rtja"	"Party of the Hungarian Coalition"	"Party of the Hungarian Coalition"
"Slovakia"	2805	1432	TRUE	NA	"KDH"	"KDH"	"Koal√≠ci√≥ P√°rtjaKres¬¥tanskodemokratick√© hnutie"	"Kres?anskodemokratickÈ hnutie"	"Christian Democratic Movement"	"Christian Democratic Movement"
"Slovakia"	2806	1200	TRUE	NA	"ANO"	"ANO"	"Aliancia Nov√©ho Obƒçana"	"Aliancia NovÈho Ob?ana"	"Alliance for a New Citizen"	"Alliance for a New Citizen"
"Slovakia"	2807	44	TRUE	NA	"KSS"	"KSS"	"Komunistick√° strana Slovenska"	"Komunistick· strana Slovenska"	"Communist Party of Slovakia"	"Communist Party of Slovakia"
"Slovakia"	2808	NA	NA	NA	"PSNS"	NA	"Prav√° Slovensk√° n√°rodn√° strana"	NA	"Right Slovak National Party"	NA
"Slovakia"	2809	1072	TRUE	NA	"SNS"	"SNS"	"Slovensk√° n√°rodn√° strana"	"Slovensk· n·rodn· strana"	"Slovak National Party"	"Slovak National Party"
"Slovakia"	2810	1142	TRUE	NA	"HZD"	"HZDS"	"Hnutie za demokraciu"	"Hnutie za demokratickÈ Slovensko"	"Movement for Democracy"	"Movement for a Democratic Slovakia"
"Slovakia"	2811	NA	NA	NA	"SF"	NA	"Slobodn√© f√≥rum"	NA	"Free Forum"	NA
"Slovakia"	2812	1460	TRUE	NA	"SaS"	"SaS"	"Sloboda a Solidarita"	"Sloboda a Solidarita"	"Freedom and Solidarity"	"Freedom and Solidarity"
"Slovakia"	2813	1620	TRUE	NA	"Most"	"MH"	"Most-Hid"	"MOST-HID"	"Most-Hid"	"Most-Hid"
"Slovakia"	2814	NA	NA	NA	"OLaNO"	NA	"Obyƒçajn√≠ ƒΩudia a nez√°visl√© osobnosti"	NA	"Ordinary People and Independent Personalities"	NA
"Slovakia"	2815	NA	NA	NA	"NOVA"	NA	"Nov√° V√§ƒç≈°ina"	NA	"New Majority"	NA
"Slovakia"	2816	NA	NA	NA	"Siet"	NA	"Sie≈•"	NA	"Net / Network"	NA
"Slovenia"	2901	1252	TRUE	NA	"LDS"	"LDS"	"Liberalna demoracija Slovenije"	"Liberalna demokracija Slovenije"	"Liberal Democracy of Slovenia"	"Liberal Democracy of Slovenia"
"Slovenia"	2902	179	TRUE	NA	"SDSS; SDS"	"SDS"	"Socialdemokratska stranka Slovenije; Slovenska demokratska stranka"	"Slovenska demokratska stranka"	"Social Democratic Party of Slovenia; Slovenian Democratic Party"	"Slovenian Democratic Party"
"Slovenia"	2903	706	TRUE	NA	"ZLSD"	"ZL-SD"	"Zdru≈æena lista socialnih demokratov"	"Zdruûena lista ñ Socialni demokrati"	"United List of Social Democrats"	"United List -- Social Democrats"
"Slovenia"	2904	16	TRUE	NA	"SLS-SKD; SLS"	"SLS"	"Slovenska Ljudska Stranka; Slovenska ljudska stranka"	"Slovenska ljudska stranka"	"Slovenian People‚Äôs Party-Slovenian Christian Democrats; Slovenian People‚Äôs Party"	"Slovenian People's Party"
"Slovenia"	2905	1047	TRUE	NA	"NSI"	"NSi"	"Nova Slovenija-Kr≈°canska ljudska stranka"	"Nova Slovenija ñ Krö?anska ljudska stranka"	"New Slovenia-Christian People‚Äôs Party"	"New Slovenia -- Christian People's Party"
"Slovenia"	2906	1587	TRUE	NA	"DeSUS"	"DeSUS"	"Demokratiƒçna stranka upokojencev Slovenije"	"Demokrati?na stranka upokojencev Slovenije"	"Democratic Party of Pensioners of Slovenia"	"Democratic Party of Retired People of Slovenia"
"Slovenia"	2907	981	TRUE	NA	"SNS"	"SNS"	"Slovenska nacionalna stranka"	"Slovenska nacionalna stranka"	"Slovenian National Party"	"Slovenian National Party"
"Slovenia"	2908	1512	TRUE	NA	"SMS"	"SMS"	"Stranka Mladih Slovenije"	"Stranka mladih Slovenije"	"Party of the Slovenia Youth"	"Youth Party of Slovenia"
"Slovenia"	2909	NA	NA	NA	"AS"	NA	"Aktivna Slovenija"	NA	"Active Slovenia"	NA
"Slovenia"	2910	326	TRUE	NA	"Zares"	"Zares"	"Zares"	"Zares"	"Zares‚ÄîFor Real"	"Zares"
"Slovenia"	2911	NA	NA	NA	"SMC"	NA	"Stranka Mira Cerarja"	NA	"Party of Miro Cerar"	NA
"Slovenia"	2912	NA	NA	NA	"ZL"	NA	"Zdru≈æena Levica"	NA	"United Left"	NA
"Slovenia"	2913	NA	NA	NA	"ZaAB"	NA	"Zavezni≈°tvo Alenke Bratu≈°ek"	NA	"Alliance of Alenka Bratu≈°ek"	NA
"Slovenia"	2914	NA	NA	NA	"PS"	NA	"Pozitivna Slovenija"	NA	"Positive Slovenia"	NA
"Bosnia-Herzegovina"	3001	NA	NA	NA	"SDA"	NA	"Stranka Demokratske Akcije"	NA	"Party of Democratic Action"	NA
"Bosnia-Herzegovina"	3002	NA	NA	NA	"SBiH"	NA	"Stranka za Bosnu i Hercegovinu"	NA	"Party for Bosnia and Herzegovina"	NA
"Bosnia-Herzegovina"	3003	NA	NA	NA	"SDP"	NA	"Socijaldemokratska Partija BiH"	NA	"Social Democratic Party of BiH"	NA
"Bosnia-Herzegovina"	3004	NA	NA	NA	"HDZ BiH"	NA	"Hrvatska demokratska zajednica Bosne i Hercegovine"	NA	"Croatian Democratic Union of Bosnia and Herzegovina"	NA
"Bosnia-Herzegovina"	3005	NA	NA	NA	"HDZ 1990"	NA	"Hrvatska demokratska zajednica 1990"	NA	"Croatian Democratic Union 1990 (Croats Together alliance)"	NA
"Bosnia-Herzegovina"	3006	NA	NA	NA	"SNSD"	NA	"Savez nezavisnih socijaldemokrata"	NA	"Alliance of Independent Social Democrats"	NA
"Bosnia-Herzegovina"	3007	NA	NA	NA	"SDS"	NA	"Srpska Demokratska Stranka"	NA	"Serbian Democratic Party"	NA
"Croatia"	3101	NA	NA	NA	"HZD"	NA	"Hrvatska demokratska zajednica"	NA	"Croatian Democratic Union"	NA
"Croatia"	3102	NA	NA	NA	"SDP"	NA	"Socijaldemokratska partija Hrvatske"	NA	"Social Democratic Party of Croatia"	NA
"Croatia"	3103	NA	NA	NA	"HSS"	NA	"Hrvatska seljacka stranka"	NA	"Croatian Peasant Party"	NA
"Croatia"	3104	NA	NA	NA	"HSLS"	NA	"Hrvatska socijalno liberalna stranka"	NA	"Croatian Social Liberal Party"	NA
"Croatia"	3105	NA	NA	NA	"HNS"	NA	"Hrvatska narodna stranka"	NA	"Croatian People's Party"	NA
"Croatia"	3106	NA	NA	NA	"IDS"	NA	"Istarski demokratski sabor"	NA	"Istrian Democratic Assembly"	NA
"Croatia"	3107	NA	NA	NA	"HDSSB"	NA	"Hrvatski demokratski sabor Slavonije i Baranje"	NA	"Croatian Democratic Assembly of Slavonia and Baranja"	NA
"Croatia"	3108	NA	NA	NA	"HSU"	NA	"Hrvatska stranka umirovljenika"	NA	"Croatian Party of Pensioners"	NA
"Croatia"	3109	NA	NA	NA	"HSP"	NA	"Hrvatska stranka prava"	NA	"Croatian Party of Rights"	NA
"Croatia"	3110	NA	NA	NA	"SDSS"	NA	"Samostalna demokratska srpska stranka"	NA	"Independent Democratic Serbian Party"	NA
"Croatia"	3111	NA	NA	NA	"SDAH"	NA	"Stranka Demokratske Akcije Hrvatske"	NA	"Party of Democratic Action of Croatia"	NA
"Croatia"	3112	NA	NA	NA	"HL-SR"	NA	"Hrvatski Laburisti‚ÄìStranka Rada"	NA	"Croatian Labourists‚ÄìLabour Party"	NA
"Croatia"	3113	NA	NA	NA	"HSP-AS"	NA	"Hrvatska stranka prava dr. Ante Starƒçeviƒá"	NA	"Croatian Party of Rights dr. Ante Starcevic"	NA
"Croatia"	3114	NA	NA	NA	"ORaH"	NA	"Odr≈æivi Razvoj Hrvatske"	NA	"Croatian Sustainable Development"	NA
"Macedonia"	3201	NA	NA	NA	"VMRO‚ÄêDPME"	NA	"evolucionerna organizacija ‚Äì emokratska partija za makedonsko acionalno edinstvo"	NA	"Internal Macedonian Revolutionary Organization‚ÄìDemocratic Party for Macedonian National Unity"	NA
"Macedonia"	3202	NA	NA	NA	"SDSM"	NA	"nacionalno edinstvo Socijaldemokratski sojuz na Makedonija"	NA	"Social Democratic Union of Macedonia"	NA
"Macedonia"	3203	NA	NA	NA	"LDP"	NA	"Liberalno‚Äêdemokratska partija"	NA	"Liberal Democratic Party"	NA
"Macedonia"	3204	NA	NA	NA	"DUI"	NA	"Demokratska unija za integracija"	NA	"Democratic Union for Integration"	NA
"Macedonia"	3205	NA	NA	NA	"DPA"	NA	"Partia Demokratike Shqiptare/Demokratska Partija na Albancite"	NA	"Democratic Party of Albanians"	NA
"Macedonia"	3206	NA	NA	NA	"VMRO‚ÄêNP"	NA	"Vnatre≈°na Makedonska Revolucionerna Organizacija‚ÄìNarodna Partija"	NA	"Internal Macedonian Revolutionary Organization‚ÄìPeople's Party"	NA
"Macedonia"	3207	NA	NA	NA	"NSDP"	NA	"Nova socijaldemokratska partija"	NA	"New Social Democratic Party"	NA
"Serbia"	3301	NA	NA	NA	"SRS"	NA	"Srpska radikalna stranka"	NA	"Serbian Radical Party"	NA
"Serbia"	3302	NA	NA	NA	"DS"	NA	"Demokratska stranka"	NA	"Democratic Party"	NA
"Serbia"	3303	NA	NA	NA	"DSS"	NA	"Demokratska stranka Srbije"	NA	"Democratic Party of Serbia"	NA
"Serbia"	3304	NA	NA	NA	"NS"	NA	"Nova Srbija"	NA	"New Serbia"	NA
"Serbia"	3305	NA	NA	NA	"JS"	NA	"Jedinstvena Srbija"	NA	"United Serbia"	NA
"Serbia"	3306	NA	NA	NA	"G17+"	NA	"G17 Plus"	NA	"G17 Plus"	NA
"Serbia"	3307	NA	NA	NA	"SPS"	NA	"Socijalistic(ka partija Srbije"	NA	"Socialist Party of Serbia"	NA
"Serbia"	3308	NA	NA	NA	"LDP"	NA	"Liberalno‚ÄêDemokratska Partija"	NA	"Liberal Democratic Party"	NA
"Serbia"	3309	NA	NA	NA	"SPO"	NA	"Srpski pokret obnove"	NA	"Serbian Renewal Movement"	NA
"Turkey"	3401	NA	NA	NA	"AKP"	NA	"Adalet ve Kalk?nma Partisi"	NA	"Justice and Development Party"	NA
"Turkey"	3402	NA	NA	NA	"CHP"	NA	"Cumhuriyet Halk Partisi"	NA	"Republican People's Party"	NA
"Turkey"	3403	NA	NA	NA	"MHP"	NA	"Milliyet√ßi Hareket Partisi"	NA	"Nationalist Movement Party"	NA
"Turkey"	3404	NA	NA	NA	"DYP"	NA	"Dogru Yol Partisi"	NA	"True Path Party"	NA
"Turkey"	3405	NA	NA	NA	"GP"	NA	"Gen√ß Parti"	NA	"Young Party"	NA
"Turkey"	3407	NA	NA	NA	"HDP"	NA	"Halklarin Demokratik Partisi"	NA	"Peoples‚Äô Democratic Party"	NA
"Norway"	3501	NA	NA	NA	"Ap"	NA	"Arbeiderpartiet"	NA	"Labour Party"	NA
"Norway"	3502	NA	NA	NA	"FrP"	NA	"Fremskrittspartiet"	NA	"Progress Party"	NA
"Norway"	3503	1435	NA	NA	"H"	"H"	"H√∏yre"	"H¯yre"	"Conservative Party"	"Conservative Party"
"Norway"	3504	81	NA	NA	"SV"	"SV"	"Sosialistisk Venstreparti"	"Sosialistisk Venstreparti"	"Socialist Left Party"	"Socialist Left Party"
"Norway"	3505	702	NA	NA	"Sp"	"Sp"	"Senterpartiet"	"Senterpartiet"	"Centre Party"	"Centre Party"
"Norway"	3506	1538	NA	NA	"KrF"	"KrF"	"Kristelig Folkeparti"	"Kristelig Folkeparti"	"Christian Democratic Party"	"Christian Democratic Party"
"Norway"	3507	647	NA	NA	"V"	"V"	"Venstre"	"Venstre"	"Liberal Party"	"Liberal Party of Norway"
"Norway"	3508	NA	NA	NA	"MDG"	NA	"Milj√∏partiet De Gr√∏nne"	NA	"Green Party"	NA
"Switzerland"	3601	750	NA	NA	"SVP/UDC"	"SVP-UDC"	""	"Schweizerische Volkspartei ñ Union DÈmocratique du Centre"	"Swiss People‚Äôs Party"	"Swiss People's Party"
"Switzerland"	3602	35	NA	NA	"SP/PS"	"SP-PS"	""	"Sozialdemokratische Partei der Schweiz ñ Parti Socialiste Suisse"	"Social Democratic Party of Switzerland"	"Social Democratic Party of Switzerland"
"Switzerland"	3603	1991	NA	NA	"FDP/PLR"	"FDP"	""	"FDP.Die Liberalen"	"FDP. The Liberals"	"FDP.The Liberals"
"Switzerland"	3604	531	NA	NA	"CVP/PVC"	"CVP-PDC"	""	"Christlichdemokratische Volkspartei ñ Parti dÈmocrate-chrÈtien"	"Christian Democratic People‚Äôs Party"	"Conservative Peoples Party"
"Switzerland"	3605	141	NA	NA	"GPS/PES"	"Grue"	""	"Gr¸ne ñ …cologiste"	"Green Party"	"Greens"
"Switzerland"	3606	308	NA	NA	"GLP/PVL"	"GPL-PVL"	""	"Gr¸nliberale Partei der Schweiz ñ Parti Vert-LibÈral"	"Green Liberal Party"	"Green Liberal Party"
"Switzerland"	3607	602	NA	NA	"EVP/PEV"	"EVP-PEP"	""	"Evangelische Volkspartei der Schweiz ñ Parti Populaire Evangelique Suisse"	"Evangelical People‚Äôs Party"	"Protestant Peoples Party"
"Switzerland"	3608	1318	NA	NA	"EDU/UDF"	"EDU-UDF"	""	"Eidgenˆssisch-Demokratische Union ñ Union DÈmocratique FÈdÈrale"	"Federal Democratic Union"	"Federal Democratic Union of Switzerland"
"Switzerland"	3610	1500	NA	NA	"LdT"	"LdT"	""	"Lega dei Ticinesi"	"Ticino League"	"Ticino League"
"Switzerland"	3611	1012	NA	NA	"CSP/PCS"	"CsP-PCS"	""	"Christlich-soziale Partei ñ Parti chrÈtien-social"	"Christian Social Party"	"Christian Social Party"
"Switzerland"	3612	1213	NA	NA	"BDP"	"BDP"	""	"B¸rgerlich-Demokratische Partei (BDP) Graub¸nden"	"Conservative Democratic Party"	"Conservative Democratic Party of Switzerland"
"Malta"	3701	NA	NA	NA	"PL"	NA	"Partit Laburista"	NA	"Labour Party"	NA
"Malta"	3702	984	NA	NA	"PN"	"PN"	"Partit Nazzjonalista"	"Partit Nazzjonalista"	"Nationalist Party"	"Nationalist Party"
"Luxembourg"	3801	1234	NA	NA	"CSV"	"CSV"	"Chr√´schtlech Sozial Vollekspartei"	"ChrÎschtlech Sozial Vollekspartei ñ Parti populaire chrÈtien social ñ Christlich Soziale Volkspartei"	"Christian Social People‚Äôs Party"	"Christian Social People's Party"
"Luxembourg"	3802	NA	NA	NA	"Greng"	NA	"D√©i Gr√©ng"	NA	"The Greens"	NA
"Luxembourg"	3803	967	NA	NA	"DP"	"DP"	"Demokratesch Partei"	"Demokratesch Partei ñ Parti DÈmocratique ñ Demokratische Partei"	"Democratic Party"	"Democratic Party"
"Luxembourg"	3804	701	NA	NA	"LSAP"	"LSAP"	"L√´tzebuerger Sozialistesch Aarbechterpartei"	"LÎtzebuerger Sozialistesch Arbechterpartei ñ Parti Ouvrier Socialiste Luxembourgeois ñ Luxemburger Sozialistische Arbeiterpartei"	"Luxembourg Socialist Workers‚Äô Party"	"Luxembourg Socialist Workers' Party"
"Luxembourg"	3805	1582	NA	NA	"ADR"	"ADR"	"Alternativ Demokratesch Reformpartei"	"Alternativ Demokratesch Reformpartei ñ Parti rÈformiste d'alternative dÈmocratique ñ Alternative Demokratische Reformpartei"	"Alternative Democratic Reform Party"	"Alternative Democratic Reform Party"
"Luxembourg"	3806	457	NA	NA	"DL"	"DL"	"D√©i L√©nk"	"DÈi LÈnk ñ La Gauche ñ Die Linke"	"The Left"	"The Left"
"Cyprus"	4001	1575	NA	NA	"DISY"	"DISY"	"Dimokratik√≥s Sinagerm√≥s"	"DimokratikÛs SinayermÛs"	"Democratic Rally"	"Democratic Rally"
"Cyprus"	4002	NA	NA	NA	"Evroko"	NA	"Evropaiko Komma"	NA	"European Party"	NA
"Cyprus"	4003	572	NA	NA	"AKEL"	"AKEL"	"Anorthotik√≥ K√≥mma Ergaz√≥menou Lao√∫"	"AnorthotikÛ KÛmma ErgazÛmenou Lao˙"	"Progressive Party of Working People"	"Progressive Party of Working People"
"Cyprus"	4004	851	NA	NA	"DIKO"	"DIKO"	"Dimokratik√≥ K√≥mma"	"DimokratikÛ KÛmma"	"Democratic Party"	"Democratic Party"
"Cyprus"	4005	945	NA	NA	"EDEK"	"EDEK"	"Kinima Sosialdimokraton EDEK"	"Kinima Sosialdimokraton EDEK"	"Movement for Social Democracy EDEK"	"Movement for Social Democracy EDEK"
"Cyprus"	4006	1621	NA	NA	"KOP"	"KOP"	"Kinima Oikologon Perivallontiston"	"Kinima Oikologoi Perivallontistoi"	"Ecological and Environmental Movement"	"Ecological and Environmental Movement"
